0,0,0.043904528,0,0,0,0.033470135,0.11137457,0,0,0,0.2557807,0,0.077971369,0.09927284,0.044308405,0.003957794,0.016361456,0,0,0,0.020285055,0,0,0,0.006016903,0.079689838,0,0,0.045427434,0,0.0606176,0,0,0,0.083233699,0,0,0,0,0.004484708,0,0.050875612,0.028553277,0.000803688,0.04396062,0.036628693,0,0,0,0.015843365,0.039835762,0.056615096,0,0,0,0.017095255,0,0.057941187,0.00427106,0.012993,0.11816652,0,0,0,0,0.037697781,0,0.03526039,0,0.030967169,0,0.074586272,0.057210047,0.055829696,0,0.18591096,0.001078947
0,0,0.39548633,0.010578437,0,0.24083123,0.1858674,0.35843417,0.024619233,0.15789856,0.16070439,0.54221672,0,0.21891505,0.61837798,0.19284417,0.068884961,0.14682022,0.75702959,0.21773481,0.18324439,0.17095795,0.037854634,0,0,0.053051095,0.2856591,0,0,0.14825553,0,0.2377523,0,0.2222586,0.067919135,0.41391358,0.38852745,0.24006812,0.041732386,0.21630205,0.021206684,0.01505315,0.34761477,0.12503162,0.18320131,0.26351148,0.28495908,0.12711574,0.029095234,0.088296302,0.17184156,0.18083747,0.39505008,0.11221706,0.075400308,0.21022142,0.20245039,0.003671008,0.2092568,0.096873358,0.13385372,0.28452685,0.36167294,0.30409202,0.41195431,0.15115659,0.32603553,0.081987768,0.1851742,0.55678266,0.44309384,0.085405529,0.91511947,0.25529808,0.1846711,0.12461698,0.74083626,0.028569458
0,0,0.69789565,0.01061593,0.004077789,0.42839372,0.31090838,0.60458517,0.16486615,0.31458011,0.35294956,0.56314588,0,0.36112198,1.2657903,0.39346781,0.14347143,0.32396492,1.3036624,0.55246979,0.37247807,0.38876006,0.094077431,0,0,0.14399663,0.51284093,0.004745208,0,0.22907799,0,0.37446299,0,0.47747856,0.14841007,0.62465578,0.60732931,0.51215756,0.17688303,0.81565624,0.064250007,0.05474136,0.5492025,0.23306721,0.37126753,0.78837043,0.50887585,0.29915881,0.11442884,0.23742037,0.3759445,0.33123228,0.62993276,0.2706621,0.16648379,0.58264595,0.4129464,0.042051494,0.4469814,0.19911933,0.285395,0.35520852,0.85548961,0.61562651,1.0420969,0.36437878,0.62270433,0.22506219,0.30977103,1.0436361,0.73671895,0.25236237,1.591832,0.31387022,0.33649176,0.29678184,1.3359721,0.062051203
0,0.012950182,0.86891949,0.024485664,0.041285515,0.52602893,0.39066517,0.83829349,0.41007441,0.49523729,0.47519162,0.48827162,0,0.46769676,1.8124654,0.61252034,0.1773974,0.59627569,1.532975,0.99006474,0.47338027,0.63950026,0.14347336,0,0,0.19806777,0.6022855,0.052439231,0.014822001,0.32324347,0,0.41784537,0.017211748,0.7047981,0.21637543,0.80326676,0.69934756,0.73855132,0.38322029,1.4297851,0.10305729,0.095615759,0.56860912,0.31626225,0.59752071,1.2574521,0.55662113,0.48795065,0.21974845,0.35004762,0.46225795,0.39420179,0.84843677,0.43907216,0.23030636,0.69365013,0.55363476,0.10334735,0.7735464,0.30510813,0.46582609,0.33276913,1.1928165,0.85088426,1.615849,0.51254791,0.7544716,0.42763114,0.31683391,1.5006497,0.99090618,0.36927342,1.8502055,0.31885037,0.44582966,0.42584157,1.3788761,0.088853188
0,0.014535644,1.0815831,0.036083557,0.040997226,0.54271436,0.29843566,0.90933806,0.6884644,0.57594025,0.56789708,0.49659371,0,0.62761259,2.1709938,0.6170119,0.1973362,0.77266639,1.3082902,1.3614254,0.5307253,0.90580195,0.11458292,0,0,0.24689773,0.58276266,0.1041556,0.018658774,0.42989871,0,0.3773672,0.075060934,0.82482421,0.25911117,0.75988615,0.64594775,0.76649874,0.5207966,1.6747072,0.10325843,0.082314901,0.54382265,0.38087526,0.68262917,1.4668857,0.42838067,0.50459951,0.32053551,0.44099391,0.47747445,0.39624381,1.1754221,0.56095195,0.25519478,0.84345692,0.64668858,0.10741957,0.91289872,0.29412001,0.55379599,0.27368084,1.1509541,1.0120257,1.7326653,0.55733061,0.75062883,0.63550895,0.29418734,1.5879477,1.176312,0.43772408,1.7238646,0.24733672,0.50485843,0.59876364,1.7078404,0.08348418
0,0.011986208,1.0363028,0.098585062,0.063006148,0.58078456,0.23365021,0.94423485,0.82183063,0.6641385,0.5888781,0.45717639,0,0.64300525,2.2977731,0.63187736,0.17245017,1.0290715,1.0351337,1.536716,0.61153477,1.0455155,0.024463095,0,0,0.3029795,0.58436584,0.096026674,0.034227248,0.47303367,0,0.35814819,0.087568402,0.72622383,0.26509717,0.76268566,0.54349989,0.70281523,0.67270112,1.489871,0.10446455,0.059883215,0.40456444,0.39712369,0.69953048,1.5659324,0.39420488,0.47702986,0.3609871,0.4099637,0.47595999,0.32010907,0.89391714,0.56310302,0.25176847,0.8099609,0.56531954,0.076893449,0.93301916,0.2874245,0.52512211,0.26046681,0.99324858,0.87569606,1.2927673,0.4366751,0.62743676,0.78211528,0.26316541,1.518981,1.1650412,0.43642464,1.3838598,0.20030744,0.52242982,0.69295806,1.4971025,0.035878967
0.02798662,0,1.0339855,0.089294568,0.046013795,0.57102203,0.16685602,0.86919546,0.65855628,0.57391143,0.55925393,0.47638708,0,0.62314624,2.2553256,0.45813796,0.14494458,1.0960953,0.86528671,1.2688599,0.5339452,0.98790699,0,0,0,0.31595024,0.56295907,0.11425576,0.040466238,0.46389505,0,0.3567732,0.098272793,0.61867511,0.2086107,0.69633412,0.42781404,0.59649885,0.64480323,1.1296027,0.10118968,0.015762771,0.36493176,0.44913679,0.67348093,1.2059957,0.24347506,0.36608806,0.32270107,0.37392733,0.35962915,0.24068043,0.88656223,0.50079817,0.24917299,0.69855475,0.37708297,0.049245924,0.7774021,0.21676606,0.46536717,0.25153348,0.73887986,0.73473114,0.98217028,0.38477293,0.49458611,0.8567974,0.22275765,1.303557,1.0228702,0.43470263,0.99185383,0.16942169,0.46509618,0.69419777,1.1991546,0.02867605
0.039340362,0,0.94698817,0.1177843,0.038674142,0.50381058,0.14094453,0.73662716,0.50006652,0.51657313,0.5302543,0.46017382,0,0.55896366,1.9938918,0.385436,0.19391072,0.99364519,0.71508127,0.94213611,0.50827354,1.0000803,0,0,0,0.26946557,0.47986972,0.089789473,0.035160229,0.46271014,0,0.29636925,0.11049104,0.53680414,0.18215658,0.63447803,0.40839827,0.53949612,0.65325159,0.88520533,0.073259056,0.00980535,0.29033223,0.41532716,0.64494163,1.1978468,0.18481033,0.22625169,0.22247647,0.2784673,0.27415058,0.23134281,0.74918324,0.40428072,0.17956915,0.59172386,0.21250728,0.007352069,0.6627298,0.13280399,0.40918571,0.22692111,0.59416276,0.7185908,0.83705205,0.24932906,0.48599446,0.82575643,0.19040744,1.0127445,0.80638105,0.37141976,0.64283091,0.17633282,0.48636699,0.72151059,0.98268896,0.017168298
0.003304203,0,0.94104993,0.17360893,0.020911094,0.50942242,0.11053506,0.61958671,0.27019933,0.4623324,0.52350163,0.45156601,0,0.562244,1.5673963,0.33682021,0.15109958,0.79087365,0.66665709,0.6943354,0.44744805,0.9372049,0,0,0,0.22039977,0.46869701,0.034049787,0.015648752,0.43717366,0,0.3334029,0.082450084,0.51075077,0.15975744,0.64128757,0.42479989,0.5083645,0.59864038,0.84322464,0.054525096,0.00776282,0.29425341,0.43894958,0.67864114,0.79776078,0.21922733,0.17837501,0.18149443,0.29497167,0.22817758,0.23220186,0.7572251,0.31696922,0.15149525,0.56799895,0.20099702,0,0.65695751,0.082072228,0.33230427,0.21868394,0.49266472,0.64087158,0.82304305,0.2216488,0.52369666,0.79908425,0.2116652,0.80477935,0.61765844,0.35061696,0.44938219,0.16481881,0.40693092,0.66896021,0.73643124,0.016469797
0,0,0.87282872,0.16902226,0.030936537,0.48330662,0.07614024,0.62469989,0.15806815,0.32760051,0.51281226,0.44590664,0,0.50891483,1.2332071,0.35130513,0.16361301,0.56758296,0.6490652,0.62528199,0.39767474,0.90972388,0,0,0,0.18250841,0.40778959,0.007859195,0.026366139,0.41889915,0,0.33198464,0.074432082,0.49179068,0.15301664,0.65424806,0.38588673,0.47643194,0.56170565,0.76763082,0.031167934,0,0.31979018,0.45113227,0.69697213,0.65262043,0.18258549,0.14206965,0.20360954,0.23724514,0.21422631,0.21742953,0.68476284,0.26223627,0.1394528,0.40589076,0.17216398,0,0.57952994,0.052503213,0.2974515,0.18371622,0.42222649,0.58032292,0.74133116,0.17919083,0.47259864,0.67794561,0.19402458,0.65832251,0.476603,0.32133403,0.33959633,0.15971696,0.36712492,0.68361926,0.53092688,0.011085006
